Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,Yes,Travel_Rarely,Sales,22,College,Marketing,High,Male,Medium,2,Sales Executive,High,Married,6380,2,Yes,12,Excellent,Low,Moderate,8,6,3,6,4,1,0
31,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,High,Male,Medium,1,Research Scientist,Medium,Single,2657,0,Yes,16,Excellent,Very High,None,3,5,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,12,Bachelor,Life Sciences,High,Female,Very High,1,Sales Representative,Medium,Single,2716,1,No,15,Excellent,Very High,None,1,0,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Very High,Male,High,1,Research Scientist,Very High,Single,2201,9,No,16,Excellent,Very High,None,6,4,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,High,Male,Medium,2,Healthcare Representative,Medium,Single,6540,9,No,19,Excellent,High,None,10,5,3,1,1,0,0
27,No,Travel_Rarely,Research & Development,1,College,Medical,Very High,Male,High,1,Laboratory Technician,Medium,Divorced,3816,1,No,11,Excellent,Medium,Basic,5,2,3,5,2,0,4
28,No,Travel_Rarely,Sales,9,Master,Life Sciences,Medium,Male,High,2,Sales Executive,Very High,Single,5253,1,No,16,Excellent,Very High,None,7,1,3,7,5,0,7
49,No,Travel_Rarely,Research & Development,7,Bachelor,Other,Medium,Male,Medium,3,Healthcare Representative,High,Single,10965,8,No,24,Outstanding,High,None,26,2,3,5,2,0,0
51,No,Travel_Rarely,Sales,14,College,Life Sciences,High,Female,High,2,Sales Executive,Very High,Married,4936,4,No,11,Excellent,High,Basic,18,2,2,7,7,0,7
36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Very High,Female,High,1,Research Scientist,High,Married,2543,4,No,13,Excellent,Medium,Basic,6,3,3,2,2,2,2
34,Yes,Non-Travel,Sales,19,Bachelor,Marketing,Low,Male,Very High,2,Sales Executive,Very High,Single,5304,8,Yes,13,Excellent,Medium,None,9,3,2,5,2,0,4
55,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Female,High,4,Manager,Very High,Single,16659,2,Yes,13,Excellent,High,None,30,2,3,5,4,1,2
24,No,Travel_Rarely,Sales,10,Master,Marketing,Very High,Female,High,2,Sales Executive,High,Divorced,4260,1,Yes,12,Excellent,Very High,Basic,5,2,4,5,2,0,3
30,No,Travel_Rarely,Sales,2,Below College,Technical Degree,High,Male,High,1,Sales Representative,Medium,Married,2476,1,No,18,Excellent,Low,Basic,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,3,Below College,Technical Degree,High,Male,High,1,Research Scientist,Low,Single,3102,0,No,22,Outstanding,High,None,7,2,3,6,4,0,4
22,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,Low,Female,High,1,Research Scientist,Medium,Married,2244,1,No,13,Excellent,Very High,Basic,2,1,3,2,1,1,2
36,No,Travel_Rarely,Sales,2,College,Medical,Medium,Male,Medium,3,Sales Executive,High,Married,7596,1,No,13,Excellent,Medium,Moderate,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,Research & Development,4,Bachelor,Technical Degree,High,Male,High,1,Research Scientist,Very High,Single,2285,9,Yes,23,Outstanding,High,None,3,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,Very High,Female,High,1,Laboratory Technician,Low,Divorced,3034,1,No,12,Excellent,High,Basic,18,2,2,18,7,12,17
40,No,Travel_Rarely,Sales,2,College,Marketing,Very High,Female,High,2,Sales Executive,Medium,Divorced,5715,7,No,12,Excellent,High,Moderate,8,5,3,5,4,1,3
42,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Medium,Female,High,1,Laboratory Technician,Low,Divorced,2576,3,No,16,Excellent,Medium,Basic,8,5,3,5,2,1,2
37,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,High,Male,High,2,Manufacturing Director,Medium,Single,4197,2,Yes,12,Excellent,Very High,None,18,2,2,1,0,0,1
43,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,Low,Male,Medium,4,Research Director,Medium,Divorced,14336,1,No,11,Excellent,High,Basic,25,3,3,25,10,3,9
40,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Medium,Female,Medium,2,Laboratory Technician,High,Married,3448,6,No,22,Outstanding,Medium,Basic,20,3,3,1,0,0,0
54,No,Travel_Rarely,Research & Development,5,College,Medical,Low,Male,High,5,Research Director,Low,Married,19406,4,No,11,Excellent,High,Basic,24,4,2,4,2,1,2
34,No,Non-Travel,Sales,4,Master,Marketing,High,Female,High,2,Sales Executive,High,Married,6538,9,No,15,Excellent,Low,Basic,6,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,7,College,Medical,Medium,Female,High,2,Manufacturing Director,Low,Married,4306,1,No,12,Excellent,Medium,Basic,13,5,1,13,10,3,12
43,No,Travel_Frequently,Research & Development,21,Bachelor,Medical,Very High,Male,High,1,Laboratory Technician,Very High,Married,2258,7,No,20,Outstanding,Low,Basic,8,1,3,3,2,1,2
43,No,Travel_Rarely,Research & Development,8,Master,Other,High,Female,High,2,Healthcare Representative,High,Divorced,4522,4,Yes,14,Excellent,Very High,None,8,3,3,5,2,0,2
25,No,Travel_Rarely,Sales,4,College,Life Sciences,Medium,Female,Medium,2,Sales Executive,Very High,Single,4487,1,Yes,11,Excellent,Medium,None,5,3,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,Doctor,Medical,Medium,Female,High,2,Research Scientist,High,Married,4449,3,Yes,15,Excellent,Low,Moderate,15,2,3,13,11,10,7
31,No,Travel_Rarely,Research & Development,1,College,Life Sciences,Very High,Male,Medium,1,Laboratory Technician,Low,Married,2218,1,No,12,Excellent,High,Basic,4,3,3,4,2,3,2
39,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,Medium,Male,High,5,Manager,High,Divorced,19197,1,Yes,14,Excellent,High,Basic,21,3,3,21,8,1,6
56,No,Travel_Frequently,Sales,6,Bachelor,Life Sciences,High,Female,Very High,4,Sales Executive,Low,Married,13212,9,No,11,Excellent,Very High,High,36,0,2,7,7,7,7
30,No,Travel_Rarely,Sales,12,Bachelor,Technical Degree,Medium,Female,High,2,Sales Executive,High,Single,6577,0,No,11,Excellent,Medium,None,6,6,3,5,4,4,4
41,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Medium,Male,Very High,3,Sales Executive,Low,Married,8392,1,No,16,Excellent,High,Basic,10,2,3,10,7,0,7
28,No,Travel_Rarely,Research & Development,17,College,Medical,High,Male,High,2,Laboratory Technician,Low,Divorced,4558,1,No,12,Excellent,Very High,Basic,10,2,3,10,0,1,8
25,Yes,Travel_Rarely,Research & Development,3,Bachelor,Medical,Low,Male,High,1,Laboratory Technician,Low,Married,4031,5,No,13,Excellent,High,Basic,6,5,3,2,2,0,2
52,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,Very High,Male,Medium,3,Manufacturing Director,High,Married,7969,2,Yes,14,Excellent,High,None,28,4,3,5,4,0,4
45,No,Travel_Rarely,Research & Development,10,College,Life Sciences,Low,Male,High,1,Research Scientist,Very High,Married,2654,3,No,21,Outstanding,Very High,Moderate,8,3,2,2,2,0,2
52,No,Travel_Rarely,Research & Development,4,College,Life Sciences,Very High,Female,High,4,Manager,Very High,Married,16555,2,No,13,Excellent,Very High,None,31,2,1,5,2,1,4
42,No,Travel_Frequently,Research & Development,29,College,Life Sciences,Low,Female,High,2,Research Scientist,High,Divorced,4556,2,No,11,Excellent,Medium,Basic,19,3,3,5,4,0,2
30,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Female,Low,2,Manufacturing Director,Very High,Single,6091,2,No,20,Outstanding,High,None,11,2,3,5,4,0,2
60,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Low,Female,High,5,Manager,Low,Married,19566,5,No,11,Excellent,Very High,None,33,5,1,29,8,11,10
46,No,Travel_Rarely,Research & Development,18,Bachelor,Medical,High,Female,High,2,Manufacturing Director,High,Divorced,4810,2,No,14,Excellent,High,Basic,19,5,2,10,7,0,8
42,No,Travel_Frequently,Research & Development,28,Master,Technical Degree,Very High,Female,Medium,2,Healthcare Representative,Very High,Married,4523,0,No,11,Excellent,Very High,High,7,4,4,6,5,0,4
24,Yes,Travel_Rarely,Sales,1,Below College,Technical Degree,Low,Female,High,1,Sales Representative,Medium,Single,3202,1,Yes,16,Excellent,Medium,None,6,4,3,5,3,1,4
34,Yes,Travel_Frequently,Sales,6,College,Marketing,Very High,Female,Low,1,Sales Representative,High,Divorced,2351,0,No,16,Excellent,Very High,Basic,3,3,2,2,2,1,0
38,No,Travel_Frequently,Research & Development,2,College,Life Sciences,Very High,Male,High,1,Laboratory Technician,Very High,Married,1702,1,Yes,23,Outstanding,High,Basic,1,3,3,1,0,0,0
40,No,Travel_Rarely,Sales,2,Master,Life Sciences,High,Female,High,5,Manager,High,Married,18041,0,No,14,Excellent,Very High,None,21,2,3,20,15,1,12
26,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Low,Female,High,1,Research Scientist,Very High,Divorced,2886,1,No,22,Outstanding,Medium,Moderate,3,3,1,3,2,0,2
30,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,High,Male,High,1,Laboratory Technician,Very High,Married,2097,4,No,15,Excellent,High,Basic,9,3,1,5,3,1,4
29,No,Travel_Rarely,Research & Development,3,Master,Medical,Medium,Male,Medium,3,Research Director,High,Married,11935,1,No,18,Excellent,High,None,10,2,3,10,2,0,7
29,Yes,Travel_Rarely,Research & Development,25,Doctor,Technical Degree,High,Female,Medium,1,Research Scientist,Medium,Married,2546,5,No,16,Excellent,Medium,None,6,2,4,2,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,College,Technical Degree,Low,Male,Medium,1,Human Resources,Very High,Single,2564,1,No,12,Excellent,High,None,1,3,4,1,0,0,0
30,No,Non-Travel,Sales,22,Master,Other,High,Female,High,3,Sales Executive,Low,Married,8412,0,No,11,Excellent,High,None,10,3,3,9,8,7,8
57,No,Travel_Rarely,Sales,29,Bachelor,Marketing,Low,Male,Medium,4,Manager,Very High,Divorced,14118,3,No,12,Excellent,High,Basic,32,3,2,1,0,0,0
50,No,Travel_Rarely,Research & Development,29,Master,Life Sciences,Medium,Male,Medium,4,Manager,High,Married,17046,0,No,15,Excellent,Medium,Basic,28,2,3,27,10,15,7
30,No,Non-Travel,Research & Development,2,Bachelor,Medical,High,Female,High,1,Laboratory Technician,Very High,Single,2564,0,No,14,Excellent,High,None,12,2,2,11,7,6,7
60,No,Travel_Frequently,Sales,28,Bachelor,Marketing,High,Female,Medium,3,Sales Executive,Low,Married,10266,4,No,19,Excellent,Very High,None,22,5,4,18,13,13,11
47,No,Travel_Rarely,Research & Development,2,College,Medical,Low,Female,High,2,Manufacturing Director,Very High,Divorced,5070,5,No,13,Excellent,High,High,20,2,3,5,0,0,4
46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Low,Male,High,4,Research Director,High,Married,17861,6,No,13,Excellent,High,None,26,2,1,3,2,0,1
35,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,Very High,Male,Low,1,Laboratory Technician,High,Single,4230,0,No,15,Excellent,High,None,6,2,3,5,4,4,3
54,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,High,Female,High,2,Laboratory Technician,High,Single,3780,7,No,11,Excellent,High,None,19,3,3,1,0,0,0
34,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Very High,Male,Medium,1,Research Scientist,High,Divorced,2768,3,No,12,Excellent,High,Basic,14,3,3,7,3,5,7
46,No,Travel_Rarely,Sales,10,Bachelor,Marketing,High,Female,Medium,3,Sales Executive,Very High,Married,9071,2,Yes,19,Excellent,High,Basic,15,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,9,Below College,Life Sciences,High,Male,High,3,Manufacturing Director,Medium,Divorced,10648,1,No,25,Outstanding,Very High,Basic,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,Research & Development,15,Below College,Medical,Medium,Male,High,3,Manager,High,Married,13610,7,Yes,12,Excellent,Very High,None,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,Low,Male,Low,1,Laboratory Technician,Very High,Divorced,3408,7,No,13,Excellent,Low,High,8,2,3,4,3,1,3
30,No,Travel_Rarely,Sales,7,Below College,Marketing,Very High,Male,High,1,Sales Representative,Medium,Single,2983,0,No,14,Excellent,Low,None,4,3,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Very High,Male,High,3,Healthcare Representative,High,Married,7632,4,Yes,12,Excellent,High,None,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,Research & Development,20,Bachelor,Life Sciences,Low,Male,High,3,Healthcare Representative,High,Married,9824,3,No,12,Excellent,Low,None,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,Human Resources,23,Bachelor,Human Resources,Medium,Female,High,3,Human Resources,Low,Divorced,9950,9,Yes,15,Excellent,High,High,11,2,3,3,2,0,2
42,No,Travel_Frequently,Research & Development,5,College,Other,Medium,Male,High,1,Laboratory Technician,High,Married,2093,4,No,17,Excellent,Very High,Basic,8,4,3,2,2,2,0
36,No,Non-Travel,Sales,10,Master,Medical,Medium,Male,High,3,Sales Executive,Very High,Single,9980,1,No,14,Excellent,Very High,None,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,Research & Development,4,Below College,Technical Degree,High,Male,Medium,1,Laboratory Technician,High,Single,3894,5,No,16,Excellent,High,None,4,3,3,2,2,1,2
48,No,Travel_Rarely,Sales,2,Doctor,Marketing,Medium,Female,High,2,Sales Executive,Very High,Married,4051,2,No,14,Excellent,Low,Basic,14,2,3,9,7,6,7
55,No,Travel_Rarely,Sales,18,Doctor,Life Sciences,Low,Female,High,4,Manager,Medium,Single,16835,3,No,23,Outstanding,Very High,None,37,2,3,10,9,7,7
41,No,Non-Travel,Sales,10,College,Life Sciences,Very High,Male,High,2,Sales Executive,Very High,Single,6230,7,No,14,Excellent,Very High,None,16,3,3,14,3,1,10
35,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Medium,Male,High,2,Sales Executive,High,Married,4717,9,No,11,Excellent,High,None,15,2,3,11,9,6,9
40,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Medium,Female,High,4,Manufacturing Director,High,Single,13237,7,No,15,Excellent,High,None,22,3,3,20,6,5,13
39,No,Travel_Frequently,Research & Development,8,Below College,Life Sciences,High,Female,High,1,Laboratory Technician,High,Married,3755,1,No,11,Excellent,Low,Basic,8,3,3,8,3,0,7
31,No,Travel_Rarely,Sales,2,Below College,Life Sciences,Medium,Male,High,2,Sales Executive,Very High,Single,6582,4,Yes,13,Excellent,High,None,10,2,4,6,5,0,5
42,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,Very High,Male,High,3,Manufacturing Director,Low,Married,7406,1,Yes,21,Outstanding,Very High,Basic,10,5,2,10,9,5,8
45,No,Travel_Rarely,Sales,2,Bachelor,Other,Very High,Male,High,2,Sales Executive,Medium,Married,4805,0,No,19,Excellent,Medium,Basic,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,Human Resources,17,Master,Life Sciences,Medium,Female,High,1,Human Resources,High,Divorced,2741,0,Yes,11,Excellent,Medium,Basic,8,2,2,7,7,1,0
29,No,Travel_Rarely,Research & Development,19,Bachelor,Technical Degree,Very High,Male,High,2,Manufacturing Director,Very High,Divorced,4262,4,No,12,Excellent,Medium,Moderate,8,2,4,3,2,1,2
33,No,Travel_Rarely,Research & Development,1,Doctor,Medical,Low,Female,Very High,4,Research Director,High,Divorced,16184,4,No,19,Excellent,High,Basic,10,2,3,6,1,0,5
31,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,High,Male,Medium,3,Manager,Very High,Divorced,11557,9,No,21,Outstanding,High,Basic,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,Sales,5,Bachelor,Marketing,Medium,Male,High,1,Sales Representative,Medium,Single,1878,1,Yes,14,Excellent,Very High,None,0,3,3,0,0,0,0
40,No,Non-Travel,Sales,28,Bachelor,Other,High,Male,Low,3,Sales Executive,Low,Divorced,10932,3,No,15,Excellent,High,Basic,20,2,3,1,0,0,1
41,No,Non-Travel,Research & Development,2,Master,Other,Low,Female,Medium,2,Healthcare Representative,High,Single,6811,2,Yes,17,Excellent,Low,None,10,3,3,8,7,0,7
26,No,Travel_Rarely,Sales,29,College,Medical,Low,Male,High,2,Sales Executive,High,Divorced,4306,5,No,12,Excellent,Low,Moderate,8,5,3,0,0,0,0
35,No,Travel_Rarely,Sales,1,Bachelor,Medical,Low,Female,High,2,Sales Executive,High,Single,4859,1,No,16,Excellent,Very High,None,5,3,3,5,4,0,3
34,No,Travel_Rarely,Sales,21,Master,Life Sciences,Very High,Male,Very High,2,Sales Executive,Very High,Single,5337,1,No,12,Excellent,Very High,None,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,Research & Development,24,Bachelor,Technical Degree,High,Male,Low,1,Laboratory Technician,Very High,Single,2340,1,Yes,18,Excellent,Medium,None,1,3,1,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Medium,Female,High,3,Manufacturing Director,Very High,Single,7491,4,No,17,Excellent,Very High,None,12,3,4,6,5,1,2
46,No,Travel_Frequently,Research & Development,18,Below College,Medical,Low,Female,High,3,Healthcare Representative,High,Married,10527,5,No,11,Excellent,Very High,None,28,3,2,2,2,1,2
41,No,Travel_Rarely,Sales,2,Doctor,Life Sciences,Medium,Female,High,4,Manager,Low,Married,16595,7,No,16,Excellent,Medium,Basic,22,2,3,18,16,11,8
37,No,Non-Travel,Sales,9,Master,Medical,Low,Male,High,3,Sales Executive,Medium,Divorced,8834,1,No,13,Excellent,Very High,Basic,9,6,3,9,5,7,7
52,No,Travel_Rarely,Research & Development,6,College,Technical Degree,Very High,Male,High,2,Research Scientist,Low,Divorced,5577,3,Yes,12,Excellent,Medium,Moderate,18,3,3,10,9,6,9
32,Yes,Non-Travel,Sales,11,Master,Other,Very High,Male,Very High,2,Sales Executive,High,Married,4707,8,No,12,Excellent,Very High,None,6,2,3,4,2,1,2
24,No,Travel_Frequently,Sales,24,Bachelor,Medical,Very High,Male,High,1,Sales Representative,Very High,Married,2400,0,No,13,Excellent,High,Moderate,3,3,3,2,2,2,1
38,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,High,Female,High,2,Healthcare Representative,High,Married,9824,3,No,19,Excellent,High,Basic,18,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Medium,Female,High,2,Manufacturing Director,Medium,Married,6447,6,No,12,Excellent,Medium,Basic,8,2,2,6,5,4,3
49,No,Travel_Rarely,Research & Development,18,Master,Life Sciences,Very High,Male,Medium,5,Research Director,High,Divorced,19502,1,Yes,17,Excellent,High,Basic,31,5,3,31,9,0,9
24,No,Travel_Rarely,Research & Development,23,Bachelor,Medical,Medium,Male,Very High,1,Research Scientist,Very High,Married,2725,1,Yes,11,Excellent,Medium,Moderate,6,3,3,6,5,1,4
26,No,Travel_Rarely,Sales,28,College,Marketing,Low,Male,High,2,Sales Executive,Medium,Married,6272,1,No,20,Outstanding,Very High,Moderate,6,5,4,5,3,1,4
24,No,Travel_Rarely,Research & Development,17,College,Other,Very High,Male,Medium,1,Laboratory Technician,Medium,Married,2127,1,No,21,Outstanding,Very High,Basic,1,2,3,1,0,0,0
50,No,Travel_Frequently,Human Resources,3,Bachelor,Medical,Low,Male,High,5,Manager,Medium,Married,18200,1,No,11,Excellent,High,Basic,32,2,3,32,5,10,7
25,No,Travel_Rarely,Sales,13,Below College,Medical,Medium,Male,High,1,Sales Representative,High,Married,2096,1,No,11,Excellent,High,None,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Low,Female,High,1,Laboratory Technician,High,Married,2886,1,Yes,16,Excellent,Very High,Basic,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,Sales,12,Master,Life Sciences,Medium,Male,Medium,1,Sales Representative,Low,Married,2033,1,No,18,Excellent,High,Basic,1,2,4,1,0,0,0
34,No,Travel_Rarely,Research & Development,1,College,Life Sciences,Medium,Male,Medium,1,Research Scientist,Very High,Married,3622,1,Yes,13,Excellent,Very High,Basic,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,Sales,13,Master,Medical,Medium,Male,High,2,Sales Executive,Low,Divorced,4233,2,No,17,Excellent,High,None,9,2,1,3,1,1,2
35,No,Travel_Rarely,Research & Development,25,College,Other,Low,Male,Medium,2,Laboratory Technician,Very High,Single,3681,4,No,14,Excellent,Very High,None,9,3,3,3,2,0,2
31,No,Travel_Rarely,Sales,6,Master,Medical,Low,Male,Very High,2,Sales Executive,Very High,Divorced,5460,4,No,22,Outstanding,Very High,Moderate,13,4,4,7,7,5,7
27,No,Travel_Rarely,Research & Development,6,Master,Medical,Low,Female,Medium,1,Research Scientist,High,Divorced,2187,0,No,12,Excellent,High,Moderate,6,5,2,5,3,0,3
37,No,Travel_Rarely,Sales,2,Bachelor,Marketing,Very High,Male,High,2,Sales Executive,High,Married,9602,4,Yes,11,Excellent,High,Basic,17,3,2,3,0,1,0
20,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Very High,Female,Medium,1,Research Scientist,Medium,Single,2836,1,No,13,Excellent,Very High,None,1,0,4,1,0,0,0
42,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,High,Female,High,2,Healthcare Representative,Very High,Married,4089,1,No,13,Excellent,Medium,Moderate,10,4,3,10,2,2,2
43,No,Travel_Rarely,Research & Development,6,Master,Other,Medium,Male,Medium,4,Research Director,Very High,Divorced,16627,4,Yes,14,Excellent,High,Basic,21,3,2,1,0,0,0
38,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,High,Female,High,1,Research Scientist,Low,Single,2619,3,No,17,Excellent,Very High,None,8,3,2,0,0,0,0
43,No,Travel_Frequently,Research & Development,9,Doctor,Medical,Very High,Male,High,2,Laboratory Technician,High,Divorced,5679,3,Yes,13,Excellent,Medium,Basic,10,3,3,8,7,4,7
48,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Very High,Female,Medium,4,Manager,Low,Married,15402,7,No,11,Excellent,Low,Basic,21,3,1,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,Master,Life Sciences,Low,Female,Medium,2,Human Resources,High,Single,5985,4,No,11,Excellent,Medium,None,10,1,4,2,2,0,2
34,No,Travel_Rarely,Sales,14,Bachelor,Technical Degree,High,Female,High,1,Sales Representative,High,Divorced,2579,1,Yes,18,Excellent,Very High,Moderate,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,Sales,2,Below College,Marketing,High,Male,High,1,Sales Representative,Low,Divorced,3041,0,No,11,Excellent,Medium,Basic,5,3,3,4,3,0,2
21,No,Travel_Rarely,Sales,22,Below College,Technical Degree,High,Male,High,1,Sales Representative,High,Single,3447,1,No,11,Excellent,High,None,3,2,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,Master,Other,Very High,Male,High,5,Manager,Very High,Married,19513,4,Yes,12,Excellent,Low,Basic,26,2,4,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,Below College,Medical,Low,Male,High,1,Research Scientist,High,Married,2773,0,No,20,Outstanding,Very High,None,3,3,3,2,2,2,2
33,No,Travel_Rarely,Sales,8,Master,Marketing,High,Male,High,2,Sales Executive,High,Divorced,7104,0,No,12,Excellent,Very High,None,6,3,3,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,Low,Female,High,2,Research Scientist,Very High,Married,6322,1,Yes,12,Excellent,Very High,Basic,6,2,2,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,Bachelor,Medical,High,Female,High,1,Research Scientist,High,Divorced,2083,1,No,20,Outstanding,High,Basic,1,2,3,1,0,0,0
53,No,Travel_Rarely,Sales,1,Below College,Medical,Very High,Female,High,2,Sales Executive,Low,Single,8381,7,No,20,Outstanding,Very High,None,18,2,4,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,Doctor,Life Sciences,Medium,Male,High,1,Research Scientist,Very High,Married,2691,1,No,12,Excellent,Very High,Basic,10,4,2,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,Master,Life Sciences,Low,Female,High,2,Sales Executive,Low,Married,4286,2,No,14,Excellent,Very High,Moderate,5,4,3,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Female,High,1,Laboratory Technician,Very High,Married,2659,1,Yes,13,Excellent,High,Basic,3,2,3,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,Bachelor,Other,High,Male,High,3,Manufacturing Director,High,Married,9434,1,No,15,Excellent,High,Basic,10,2,3,10,7,7,8
29,No,Travel_Rarely,Sales,3,College,Medical,Medium,Female,High,2,Sales Executive,High,Married,5561,1,No,14,Excellent,Low,Basic,6,5,2,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,Medium,Male,Low,2,Research Scientist,Very High,Single,6646,1,No,13,Excellent,Medium,None,17,3,3,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,High,Male,High,2,Healthcare Representative,Very High,Divorced,7725,3,No,23,Outstanding,High,Basic,15,2,1,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,Master,Medical,High,Male,High,3,Human Resources,Medium,Married,10725,2,No,15,Excellent,High,Basic,16,1,4,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,College,Medical,Medium,Male,Medium,2,Manufacturing Director,Medium,Divorced,8847,2,Yes,11,Excellent,High,Basic,13,2,3,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,Master,Medical,Low,Male,Medium,1,Research Scientist,Very High,Single,2045,0,No,13,Excellent,Very High,None,5,0,3,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,Very High,Male,High,1,Research Scientist,High,Single,1009,1,Yes,11,Excellent,Very High,None,1,5,3,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,Low,Male,High,1,Research Scientist,Low,Single,3348,1,Yes,11,Excellent,Low,None,10,3,3,10,8,9,7
35,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,High,Male,Medium,1,Laboratory Technician,High,Married,1281,1,No,18,Excellent,High,Moderate,1,3,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,Low,Male,Very High,1,Research Scientist,Low,Married,2819,2,No,16,Excellent,Low,Basic,5,3,4,3,2,0,2
25,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,Very High,Male,Very High,2,Sales Executive,Medium,Married,4851,0,No,22,Outstanding,High,Basic,4,4,3,3,2,1,2
38,No,Travel_Rarely,Sales,7,Master,Marketing,Very High,Female,Medium,2,Sales Executive,Very High,Single,4028,0,No,20,Outstanding,Low,None,8,2,3,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,Medium,Male,Low,1,Research Scientist,Very High,Divorced,2720,1,No,18,Excellent,Very High,Basic,10,5,3,10,7,2,8
48,No,Travel_Rarely,Sales,2,Below College,Marketing,Medium,Male,Very High,2,Sales Executive,Medium,Married,8120,3,No,12,Excellent,Very High,None,12,3,3,2,2,2,2
